epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,16.0,0.8487269878387451,,1.078414797782898,1.078414797782898
1,33.0,0.569527804851532,,1.026134967803955,1.026134967803955
2,49.666666666666664,0.5093947052955627,0.7409073114395142,0.9886615872383118,0.9886615872383118
3,67.0,0.4131226241588592,,0.8455026745796204,0.8455026745796204
4,84.0,0.3658959567546844,,0.5977227687835693,0.5977227687835693
5,100.33333333333333,0.3306603729724884,0.2638737559318542,0.9103306531906128,0.9103306531906128
6,118.0,0.3014593124389648,,0.5736780762672424,0.5736780762672424
7,135.0,0.2749339342117309,,0.5945761799812317,0.5945761799812317
8,151.0,0.2417736798524856,0.1662175208330154,0.7102769017219543,0.7102769017219543
9,169.0,0.2148053348064422,,0.5544200539588928,0.5544200539588928
10,186.0,0.2132246494293213,,0.4709982872009277,0.4709982872009277
11,201.66666666666666,0.2017297893762588,0.1597692221403122,0.5367050766944885,0.5367050766944885
12,220.0,0.1885891407728195,,0.4620983898639679,0.4620983898639679
13,237.0,0.1747559159994125,,0.4407829046249389,0.4407829046249389
14,252.33333333333334,0.1630917638540268,0.1363455653190612,0.4310638308525085,0.4310638308525085
15,271.0,0.1681458353996276,,0.4546046555042267,0.4546046555042267
16,288.0,0.1482556313276291,,0.4280109107494354,0.4280109107494354
17,303.0,0.1315453946590423,0.13166144490242,0.4104796350002289,0.4104796350002289
18,322.0,0.1312589347362518,,0.4088741242885589,0.4088741242885589
19,339.0,0.1295646727085113,,0.4621139466762543,0.4621139466762543
20,353.6666666666667,0.1263206005096435,0.1015746146440506,0.4054146111011505,0.4054146111011505
21,373.0,0.1142488121986389,,0.4127736985683441,0.4127736985683441
22,390.0,0.1016749590635299,,0.404599130153656,0.404599130153656
23,404.3333333333333,0.0916883647441864,0.0666903182864189,0.4054646790027618,0.4054646790027618
24,424.0,0.0839661359786987,,0.3959253132343292,0.3959253132343292
25,441.0,0.0825717374682426,,0.4100037217140198,0.4100037217140198
26,455.0,0.0842935368418693,0.0799691155552864,0.3999807238578796,0.3999807238578796
27,475.0,0.0830397829413414,,0.4075044691562652,0.4075044691562652
28,492.0,0.0780974254012107,,0.3914641439914703,0.3914641439914703
29,505.6666666666667,0.0684776008129119,0.0624079555273056,0.3741214275360107,0.3741214275360107
30,526.0,0.0720558911561966,,0.3976609706878662,0.3976609706878662
31,543.0,0.0711895078420639,,0.3849833011627197,0.3849833011627197
32,556.3333333333334,0.0632408708333969,0.0549149438738822,0.3966190814971924,0.3966190814971924
33,577.0,0.0662694871425628,,0.3928165435791015,0.3928165435791015
34,594.0,0.0651751905679702,,0.4096059799194336,0.4096059799194336
35,607.0,0.0577953942120075,0.0813479274511337,0.3864287436008453,0.3864287436008453
36,628.0,0.0543620996177196,,0.4193597435951233,0.4193597435951233
37,645.0,0.0571628250181674,,0.3946382403373718,0.3946382403373718
38,657.6666666666666,0.0546316429972648,0.0363797657191753,0.3836081922054291,0.3836081922054291
39,679.0,0.0517062284052372,,0.3784113526344299,0.3784113526344299
40,696.0,0.049627136439085,,0.397985428571701,0.397985428571701
41,708.3333333333334,0.0485815592110157,0.0574707463383674,0.3981778621673584,0.3981778621673584
42,730.0,0.0439629182219505,,0.3963169455528259,0.3963169455528259
43,747.0,0.0503786727786064,,0.4128344058990478,0.4128344058990478
44,759.0,0.0425896346569061,0.0396142266690731,0.394833356142044,0.394833356142044
45,781.0,0.0437639728188514,,0.4023317396640777,0.4023317396640777
46,798.0,0.0446120537817478,,0.3958742320537567,0.3958742320537567
47,809.6666666666666,0.044429212808609,0.0258350893855094,0.3931513428688049,0.3931513428688049
48,832.0,0.0456745736300945,,0.3805436193943023,0.3805436193943023
49,849.0,0.0448185391724109,0.0751375332474708,0.3815853297710418,0.3815853297710418
