model,seed,epoch,train_loss,val_metric,val_mse
chemfm,2024,1,28.1536,1.2208,
chemfm,2024,2,1.1491,1.0415,
chemfm,2024,3,0.7076,0.9096,
chemfm,2024,4,0.4886,0.8689,
chemfm,2024,5,0.3711,0.861,
chemfm,2024,6,0.3025,0.8271,
chemfm,2024,7,0.2644,0.835,
chemfm,2024,8,0.2249,0.8329,
chemfm,2024,9,0.216,0.8278,
chemfm,2024,10,0.1979,0.8271,
