model,seed,epoch,train_loss,val_metric,val_mse
chemfm,1337,1,28.1534,1.2346,
chemfm,1337,2,1.1551,1.0031,
chemfm,1337,3,0.668,0.9002,
chemfm,1337,4,0.494,0.8818,
chemfm,1337,5,0.4037,0.8505,
chemfm,1337,6,0.3211,0.8315,
chemfm,1337,7,0.2649,0.826,
chemfm,1337,8,0.2406,0.8202,
chemfm,1337,9,0.2199,0.8163,
chemfm,1337,10,0.2119,0.8189,
