n,vina_raw_pearson,vina_raw_spearman,vina_partial_size,heavy_vs_vina,heavy_vs_pIC50,RF_pearson,TabPFN_pearson
301,-0.326,-0.228,-0.175,-0.37,0.499,0.842,0.873
