metric,N_datasets,k_models,friedman_p,CD,avgrank_chemfm,avgrank_molformer,avgrank_rf,avgrank_unimol
cd_crossdataset_width.png,6,4,0.05033109785985304,1.91481954473232,2.5,3.3333333333333335,2.8333333333333335,1.3333333333333333
cd_crossdataset_mae.png,6,4,0.07189777249646513,1.91481954473232,2.8333333333333335,3.1666666666666665,2.6666666666666665,1.3333333333333333
