split_type,pearson_r_mean,pearson_r_std,mae_mean,mae_std,scaffold_overlap_pct,n_train,n_test
predefined,0.8428459954228371,0.0004897535110939843,0.5462429806251022,0.00032662349326478607,64.02640264026402,1059,303
scaffold,0.7775390357082914,0.0015791091588065068,0.6529102159468662,0.001629363190539424,0.0,1210,303
